name,nature,menu_parent,variant_matric,value,location,price,image,description,meta_description,meta_keyword _ __,view,active,video,how2fix,Tools
Dell Inspiron 14 7000 Palm rest + Trackpad,tool and task,Dell/Inspiron 14 7000/ Palm rest + Trackpad,,,,,Laptops/Dell/dell_inspiron_palmrest_touchpad.jpg,Replace yourDell Inspiron 14 7000 Palm rest + TrackpadBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14 7000 Palm rest + TrackpadBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14 7000 Speakers,tool and task,Dell/Inspiron 14 7000/ Speakers,,,,,Laptops/Dell/dell_inspiron_speakers.jpg,Replace yourDell Inspiron 14 7000 SpeakersBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14 7000 SpeakersBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14 7000 DC power jack,tool and task,Dell/Inspiron 14 7000/ DC power jack,,,,,Laptops/Dell/dell_inspiron_DCjack.jpg,Replace yourDell Inspiron 14 7000 DC power jackBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14 7000 DC power jackBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14 7000 Wireless Card,tool and task,Dell/Inspiron 14 7000/ Wireless Card,,,,,Laptops/Dell/dell_inspiron_wireleddcard.jpg,Replace yourDell Inspiron 14 7000 Wireless CardBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14 7000 Wireless CardBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14 7000 RAM,tool and task,Dell/Inspiron 14 7000/ RAM,,4GB,,,Laptops/Dell/dell_ram.jpeg,Replace yourDell Inspiron 14 7000 RAMBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14 7000 RAMBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14 7000 Hard drive,tool and task,Dell/Inspiron 14 7000/ Hard drive,,512GB,,,Laptops/Dell/Dell Inspiron Hard Drive.jpg,Replace yourDell Inspiron 14 7000 Hard driveBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14 7000 Hard driveBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14 7000 SSD,tool and task,Dell/Inspiron 14 7000/ SSD,,64 GB,,,Laptops/Dell/dell-ssd.jpg,Replace yourDell Inspiron 14 7000 SSDBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14 7000 SSDBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
,,,,128GB,,,,,,,,1,,,
Dell Inspiron 14 7000 Heat Sinks,tool and task,Dell/Inspiron 14 7000/ Heat Sinks,,,,,Laptops/Dell/Dell-Inspiron-Heat-Sink.jpg,Replace yourDell Inspiron 14 7000 Heat SinksBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14 7000 Heat SinksBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14 7000 LED Board,tool and task,Dell/Inspiron 14 7000/ LED Board,,,,,Laptops/Dell/dell_inspiron_lcdboard.jpg,Replace yourDell Inspiron 14 7000 LED BoardBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14 7000 LED BoardBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14 7000 Audio Board,tool and task,Dell/Inspiron 14 7000/ Audio Board,,,,,Laptops/Dell/dell_inspiron_audioboard.jpg,Replace yourDell Inspiron 14 7000 Audio BoardBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14 7000 Audio BoardBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14 7000 Power Board,tool and task,Dell/Inspiron 14 7000/ Power Board,,,,,Laptops/Dell/Dell-Inspiron-Power-Jack-Board.jpg,Replace yourDell Inspiron 14 7000 Power BoardBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14 7000 Power BoardBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14 7000 LCD Screen,tool and task,Dell/Inspiron 14 7000/ LCD Screen,,Matte,,,Laptops/Dell/dell_inspiron_screen.jpg,Replace yourDell Inspiron 14 7000 LCD ScreenBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14 7000 LCD ScreenBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
,,,,Glossy,,,,,,,,1,,,
Dell Inspiron 14 7000 LCD Bezel,tool and task,Dell/Inspiron 14 7000/ LCD Bezel,,,,,Laptops/Dell/Dell Inspiron LCD Bezel.jpg,Replace yourDell Inspiron 14 7000 LCD BezelBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14 7000 LCD BezelBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14 7000 LCD Casing,tool and task,Dell/Inspiron 14 7000/ LCD Casing,,,,,Laptops/Dell/Dell Inspiron 15 7000 LCD Casing.jpeg,Replace yourDell Inspiron 14 7000 LCD CasingBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14 7000 LCD CasingBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14 7000 LCD/LED Inverter Board,tool and task,Dell/Inspiron 14 7000/ LCD/LED Inverter Board,,,,,Laptops/Dell/Dell-Inspiron_Inverter-Board.JPG,Replace yourDell Inspiron 14 7000 LCD/LED Inverter BoardBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14 7000 LCD/LED Inverter BoardBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14 7000 Hinges/Brackets,tool and task,Dell/Inspiron 14 7000/ Hinges/Brackets,,,,,Laptops/Dell/Dell Inspiron 3537 Hinges.jpeg,Replace yourDell Inspiron 14 7000 Hinges/BracketsBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14 7000 Hinges/BracketsBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14 7000 Battery,tool and task,Dell/Inspiron 14 7000/ Battery,,,,,Laptops/Dell/Dell Inspiron 15R Battery.jpg,Replace yourDell Inspiron 14 7000 BatteryBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14 7000 BatteryBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
"Dell Inspiron 14 3437,3421 Keyboard",tool and task,"Dell/Inspiron 14 3437,3421/ Keyboard",,,,,Laptops/Dell/5537_keyboard.jpg,"Replace yourDell Inspiron 14 3437,3421 KeyboardBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Inspiron 14 3437,3421 KeyboardBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Inspiron 14 3437,3421 Palm rest + Trackpad",tool and task,"Dell/Inspiron 14 3437,3421/ Palm rest + Trackpad",,,,,Laptops/Dell/dell_inspiron_palmrest_touchpad.jpg,"Replace yourDell Inspiron 14 3437,3421 Palm rest + TrackpadBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Inspiron 14 3437,3421 Palm rest + TrackpadBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Inspiron 14 3437,3421 Speakers",tool and task,"Dell/Inspiron 14 3437,3421/ Speakers",,,,,Laptops/Dell/dell_inspiron_speakers.jpg,"Replace yourDell Inspiron 14 3437,3421 SpeakersBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Inspiron 14 3437,3421 SpeakersBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Inspiron 14 3437,3421 DC power jack",tool and task,"Dell/Inspiron 14 3437,3421/ DC power jack",,,,,Laptops/Dell/dell_inspiron_DCjack.jpg,"Replace yourDell Inspiron 14 3437,3421 DC power jackBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Inspiron 14 3437,3421 DC power jackBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Inspiron 14 3437,3421 Wireless Card",tool and task,"Dell/Inspiron 14 3437,3421/ Wireless Card",,,,,Laptops/Dell/dell_inspiron_wireleddcard.jpg,"Replace yourDell Inspiron 14 3437,3421 Wireless CardBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Inspiron 14 3437,3421 Wireless CardBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Inspiron 14 3437,3421 RAM",tool and task,"Dell/Inspiron 14 3437,3421/ RAM",,4GB,,,Laptops/Dell/dell_ram.jpeg,"Replace yourDell Inspiron 14 3437,3421 RAMBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Inspiron 14 3437,3421 RAMBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Inspiron 14 3437,3421 Hard drive",tool and task,"Dell/Inspiron 14 3437,3421/ Hard drive",,512GB,,,Laptops/Dell/Dell Inspiron Hard Drive.jpg,"Replace yourDell Inspiron 14 3437,3421 Hard driveBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Inspiron 14 3437,3421 Hard driveBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Inspiron 14 3437,3421 SSD",tool and task,"Dell/Inspiron 14 3437,3421/ SSD",,64 GB,,,Laptops/Dell/dell-ssd.jpg,"Replace yourDell Inspiron 14 3437,3421 SSDBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Inspiron 14 3437,3421 SSDBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
,,,,128GB,,,,,,,,1,,,
"Dell Inspiron 14 3437,3421 Heat Sinks",tool and task,"Dell/Inspiron 14 3437,3421/ Heat Sinks",,,,,Laptops/Dell/Dell-Inspiron-Heat-Sink.jpg,"Replace yourDell Inspiron 14 3437,3421 Heat SinksBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Inspiron 14 3437,3421 Heat SinksBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Inspiron 14 3437,3421 LED Board",tool and task,"Dell/Inspiron 14 3437,3421/ LED Board",,,,,Laptops/Dell/dell_inspiron_lcdboard.jpg,"Replace yourDell Inspiron 14 3437,3421 LED BoardBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Inspiron 14 3437,3421 LED BoardBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Inspiron 14 3437,3421 Audio Board",tool and task,"Dell/Inspiron 14 3437,3421/ Audio Board",,,,,Laptops/Dell/dell_inspiron_audioboard.jpg,"Replace yourDell Inspiron 14 3437,3421 Audio BoardBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Inspiron 14 3437,3421 Audio BoardBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Inspiron 14 3437,3421 Power Board",tool and task,"Dell/Inspiron 14 3437,3421/ Power Board",,,,,Laptops/Dell/Dell-Inspiron-Power-Jack-Board.jpg,"Replace yourDell Inspiron 14 3437,3421 Power BoardBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Inspiron 14 3437,3421 Power BoardBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Inspiron 14 3437,3421 LCD Screen",tool and task,"Dell/Inspiron 14 3437,3421/ LCD Screen",,Matte,,,Laptops/Dell/dell_inspiron_screen.jpg,"Replace yourDell Inspiron 14 3437,3421 LCD ScreenBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Inspiron 14 3437,3421 LCD ScreenBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
,,,,Glossy,,,,,,,,1,,,
"Dell Inspiron 14 3437,3421 LCD Bezel",tool and task,"Dell/Inspiron 14 3437,3421/ LCD Bezel",,,,,Laptops/Dell/Dell Inspiron LCD Bezel.jpg,"Replace yourDell Inspiron 14 3437,3421 LCD BezelBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Inspiron 14 3437,3421 LCD BezelBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Inspiron 14 3437,3421 LCD Casing",tool and task,"Dell/Inspiron 14 3437,3421/ LCD Casing",,,,,Laptops/Dell/Dell Inspiron 3421 LCD Casing.jpeg,"Replace yourDell Inspiron 14 3437,3421 LCD CasingBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Inspiron 14 3437,3421 LCD CasingBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Inspiron 14 3437,3421 LCD/LED Inverter Board",tool and task,"Dell/Inspiron 14 3437,3421/ LCD/LED Inverter Board",,,,,Laptops/Dell/Dell-Inspiron_Inverter-Board.JPG,"Replace yourDell Inspiron 14 3437,3421 LCD/LED Inverter BoardBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Inspiron 14 3437,3421 LCD/LED Inverter BoardBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Inspiron 14 3437,3421 Hinges/Brackets",tool and task,"Dell/Inspiron 14 3437,3421/ Hinges/Brackets",,,,,Laptops/Dell/Dell Inspiron 3537 Hinges.jpeg,"Replace yourDell Inspiron 14 3437,3421 Hinges/BracketsBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Inspiron 14 3437,3421 Hinges/BracketsBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Inspiron 14 3437,3421 Battery",tool and task,"Dell/Inspiron 14 3437,3421/ Battery",,,,,Laptops/Dell/Dell Inspiron 15R Battery.jpg,"Replace yourDell Inspiron 14 3437,3421 BatteryBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Inspiron 14 3437,3421 BatteryBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
Dell Inspiron 14R 5437 Keyboard,tool and task,Dell/Inspiron 14R 5437/ Keyboard,,,,,Laptops/Dell/5537_keyboard.jpg,Replace yourDell Inspiron 14R 5437 KeyboardBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14R 5437 KeyboardBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14R 5437 Palm rest + Trackpad,tool and task,Dell/Inspiron 14R 5437/ Palm rest + Trackpad,,,,,Laptops/Dell/dell_inspiron_palmrest_touchpad.jpg,Replace yourDell Inspiron 14R 5437 Palm rest + TrackpadBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14R 5437 Palm rest + TrackpadBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14R 5437 Speakers,tool and task,Dell/Inspiron 14R 5437/ Speakers,,,,,Laptops/Dell/dell_inspiron_speakers.jpg,Replace yourDell Inspiron 14R 5437 SpeakersBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14R 5437 SpeakersBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14R 5437 DC power jack,tool and task,Dell/Inspiron 14R 5437/ DC power jack,,,,,Laptops/Dell/dell_inspiron_DCjack.jpg,Replace yourDell Inspiron 14R 5437 DC power jackBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14R 5437 DC power jackBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14R 5437 Wireless Card,tool and task,Dell/Inspiron 14R 5437/ Wireless Card,,,,,Laptops/Dell/dell_inspiron_wireleddcard.jpg,Replace yourDell Inspiron 14R 5437 Wireless CardBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14R 5437 Wireless CardBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14R 5437 RAM,tool and task,Dell/Inspiron 14R 5437/ RAM,,4GB,,,Laptops/Dell/dell_ram.jpeg,Replace yourDell Inspiron 14R 5437 RAMBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14R 5437 RAMBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14R 5437 Hard drive,tool and task,Dell/Inspiron 14R 5437/ Hard drive,,512GB,,,Laptops/Dell/Dell Inspiron Hard Drive.jpg,Replace yourDell Inspiron 14R 5437 Hard driveBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14R 5437 Hard driveBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14R 5437 SSD,tool and task,Dell/Inspiron 14R 5437/ SSD,,64 GB,,,Laptops/Dell/dell-ssd.jpg,Replace yourDell Inspiron 14R 5437 SSDBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14R 5437 SSDBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
,,,,128GB,,,,,,,,1,,,
Dell Inspiron 14R 5437 Heat Sinks,tool and task,Dell/Inspiron 14R 5437/ Heat Sinks,,,,,Laptops/Dell/Dell-Inspiron-Heat-Sink.jpg,Replace yourDell Inspiron 14R 5437 Heat SinksBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14R 5437 Heat SinksBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Inspiron 14R 5437 LED Board,tool and task,Dell/Inspiron 14R 5437/ LED Board,,,,,Laptops/Dell/dell_inspiron_lcdboard.jpg,Replace yourDell Inspiron 14R 5437 LED BoardBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Inspiron 14R 5437 LED BoardBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
